99248,IfcColumn,718026,IfcStair
99308,IfcColumn,913844,IfcSlab
99368,IfcColumn,913844,IfcSlab
99428,IfcColumn,87991,IfcSlab
99428,IfcColumn,913844,IfcSlab
99428,IfcColumn,164538,IfcWall
553251,IfcColumn,553187,IfcSlab
553251,IfcColumn,553718,IfcSlab
553311,IfcColumn,553187,IfcSlab
553311,IfcColumn,553718,IfcSlab
553371,IfcColumn,553187,IfcSlab
553371,IfcColumn,553718,IfcSlab
553431,IfcColumn,553187,IfcSlab
553431,IfcColumn,553718,IfcSlab
553491,IfcColumn,553187,IfcSlab
553491,IfcColumn,553718,IfcSlab
553491,IfcColumn,553808,IfcWall
553551,IfcColumn,553187,IfcSlab
553551,IfcColumn,553718,IfcSlab
553551,IfcColumn,553808,IfcWall
532897,IfcDoubleDoor,913844,IfcSlab
716925,IfcDoubleDoor,913844,IfcSlab
728148,IfcSingleDoor,553718,IfcSlab
728148,IfcSingleDoor,158630,IfcWall
955267,IfcSingleDoor,553718,IfcSlab
955267,IfcSingleDoor,158630,IfcWall
957337,IfcDoorEtc,158630,IfcWall
87991,IfcSlab,913844,IfcSlab
87991,IfcSlab,164472,IfcWall
87991,IfcSlab,164538,IfcWall
87991,IfcSlab,957536,IfcWall
553187,IfcSlab,158349,IfcWall
553187,IfcSlab,716478,IfcWall
553187,IfcSlab,716625,IfcWall
553187,IfcSlab,716760,IfcWall
553187,IfcSlab,716805,IfcWall
553187,IfcSlab,553718,IfcSlab
553187,IfcSlab,553808,IfcWall
553187,IfcSlab,553870,IfcWall
553187,IfcSlab,728311,IfcWall
553187,IfcSlab,158630,IfcWall
553187,IfcSlab,716670,IfcWall
553187,IfcSlab,716715,IfcWall
553187,IfcSlab,716850,IfcWall
553718,IfcSlab,716478,IfcWall
553718,IfcSlab,553870,IfcWall
553718,IfcSlab,158630,IfcWall
553718,IfcSlab,953234,IfcStair
553718,IfcSlab,728266,IfcWall
913844,IfcSlab,164472,IfcWall
913844,IfcSlab,164538,IfcWall
913844,IfcSlab,718026,IfcStair
913844,IfcSlab,957536,IfcWall
158349,IfcWall,716478,IfcWall
158349,IfcWall,716760,IfcWall
158630,IfcWall,716478,IfcWall
164538,IfcWall,957536,IfcWall
553808,IfcWall,553870,IfcWall
553870,IfcWall,716478,IfcWall
716478,IfcWall,953234,IfcStair
716478,IfcWall,716670,IfcWall
716625,IfcWall,716850,IfcWall
716670,IfcWall,716715,IfcWall
716805,IfcWall,716850,IfcWall
728266,IfcWall,728311,IfcWall
905451,IfcBeam,561580,IfcSlab
905451,IfcBeam,913335,IfcSlab
905451,IfcBeam,162603,IfcWall
905451,IfcBeam,97428,IfcColumn
907979,IfcBeam,87856,IfcSlab
907979,IfcBeam,957883,IfcWall
907979,IfcBeam,561580,IfcSlab
907979,IfcBeam,913335,IfcSlab
907979,IfcBeam,97367,IfcColumn
907979,IfcBeam,163637,IfcWall
907979,IfcBeam,963390,IfcWall
907979,IfcBeam,163846,IfcWall
907979,IfcBeam,97668,IfcColumn
907979,IfcBeam,97728,IfcColumn
96222,IfcColumn,87856,IfcSlab
96222,IfcColumn,194859,IfcSlab
96284,IfcColumn,87856,IfcSlab
96284,IfcColumn,194859,IfcSlab
96284,IfcColumn,593646,IfcParkingLine
96345,IfcColumn,87856,IfcSlab
96345,IfcColumn,194859,IfcSlab
96345,IfcColumn,593543,IfcParkingLine
96405,IfcColumn,87856,IfcSlab
96405,IfcColumn,194859,IfcSlab
96465,IfcColumn,87856,IfcSlab
96465,IfcColumn,194859,IfcSlab
96525,IfcColumn,87856,IfcSlab
96525,IfcColumn,194859,IfcSlab
96586,IfcColumn,87856,IfcSlab
96586,IfcColumn,194859,IfcSlab
96646,IfcColumn,87856,IfcSlab
96646,IfcColumn,194859,IfcSlab
96706,IfcColumn,87856,IfcSlab
96706,IfcColumn,194859,IfcSlab
96706,IfcColumn,594365,IfcParkingLine
96766,IfcColumn,87856,IfcSlab
96766,IfcColumn,194859,IfcSlab
96826,IfcColumn,87856,IfcSlab
96826,IfcColumn,194859,IfcSlab
96826,IfcColumn,195205,IfcSlab
96826,IfcColumn,533188,IfcMember
96826,IfcColumn,533369,IfcMember
96886,IfcColumn,87856,IfcSlab
96886,IfcColumn,194859,IfcSlab
96886,IfcColumn,594119,IfcParkingLine
96946,IfcColumn,87856,IfcSlab
96946,IfcColumn,194859,IfcSlab
96946,IfcColumn,593978,IfcParkingLine
97006,IfcColumn,162898,IfcWall
97066,IfcColumn,162898,IfcWall
97126,IfcColumn,87856,IfcSlab
97126,IfcColumn,194859,IfcSlab
97307,IfcColumn,162771,IfcWall
97367,IfcColumn,87856,IfcSlab
97367,IfcColumn,561580,IfcSlab
97367,IfcColumn,913335,IfcSlab
97367,IfcColumn,163637,IfcWall
97428,IfcColumn,87856,IfcSlab
97428,IfcColumn,195517,IfcSlab
97428,IfcColumn,561580,IfcSlab
97428,IfcColumn,913335,IfcSlab
97428,IfcColumn,162603,IfcWall
97608,IfcColumn,159089,IfcWall
97668,IfcColumn,87856,IfcSlab
97668,IfcColumn,561580,IfcSlab
97668,IfcColumn,913335,IfcSlab
97668,IfcColumn,163846,IfcWall
97668,IfcColumn,957650,IfcWall
97728,IfcColumn,87856,IfcSlab
97728,IfcColumn,957883,IfcWall
97728,IfcColumn,561580,IfcSlab
97728,IfcColumn,913335,IfcSlab
97789,IfcColumn,913493,IfcSlab
97789,IfcColumn,913569,IfcSlab
97789,IfcColumn,957883,IfcWall
97850,IfcColumn,958105,IfcWall
99128,IfcColumn,87856,IfcSlab
99128,IfcColumn,194859,IfcSlab
99128,IfcColumn,594365,IfcParkingLine
553062,IfcColumn,87856,IfcSlab
553062,IfcColumn,194859,IfcSlab
553122,IfcColumn,87856,IfcSlab
553122,IfcColumn,194859,IfcSlab
3192289,IfcColumn,87856,IfcSlab
3192289,IfcColumn,194859,IfcSlab
3192289,IfcColumn,593543,IfcParkingLine
3192409,IfcColumn,87856,IfcSlab
3192409,IfcColumn,194859,IfcSlab
508000,IfcSingleDoor,195315,IfcSlab
508000,IfcSingleDoor,195390,IfcSlab
508000,IfcSingleDoor,160475,IfcWall
508000,IfcSingleDoor,3210058,IfcStair
516314,IfcDoubleDoor,195390,IfcSlab
516314,IfcDoubleDoor,160004,IfcWall
524606,IfcDoubleDoor,161562,IfcWall
534056,IfcDoubleDoor,962756,IfcWall
534056,IfcDoubleDoor,533773,IfcCurtainWall
534056,IfcDoubleDoor,534555,IfcMember
534056,IfcDoubleDoor,534578,IfcMember
87856,IfcSlab,194859,IfcSlab
87856,IfcSlab,195205,IfcSlab
87856,IfcSlab,195315,IfcSlab
87856,IfcSlab,159351,IfcWall
87856,IfcSlab,160475,IfcWall
87856,IfcSlab,161624,IfcWall
87856,IfcSlab,958149,IfcWall
87856,IfcSlab,962641,IfcWall
87856,IfcSlab,962871,IfcWall
87856,IfcSlab,3215042,IfcWall
87856,IfcSlab,158928,IfcWall
87856,IfcSlab,159244,IfcWall
87856,IfcSlab,957883,IfcWall
87856,IfcSlab,3210058,IfcStair
87856,IfcSlab,958212,IfcWall
87856,IfcSlab,717007,IfcWall
87856,IfcSlab,717097,IfcWall
87856,IfcSlab,158765,IfcWall
87856,IfcSlab,717052,IfcWall
87856,IfcSlab,716962,IfcWall
87856,IfcSlab,195517,IfcSlab
87856,IfcSlab,561580,IfcSlab
87856,IfcSlab,913335,IfcSlab
87856,IfcSlab,160004,IfcWall
87856,IfcSlab,162603,IfcWall
87856,IfcSlab,163637,IfcWall
87856,IfcSlab,3192630,IfcWall
87856,IfcSlab,963390,IfcWall
87856,IfcSlab,159027,IfcWall
87856,IfcSlab,161562,IfcWall
87856,IfcSlab,162713,IfcWall
87856,IfcSlab,163846,IfcWall
87856,IfcSlab,957650,IfcWall
87856,IfcSlab,159306,IfcWall
87856,IfcSlab,160236,IfcWall
87856,IfcSlab,160157,IfcWall
194859,IfcSlab,195205,IfcSlab
194859,IfcSlab,158928,IfcWall
194859,IfcSlab,717097,IfcWall
194859,IfcSlab,158765,IfcWall
194859,IfcSlab,717052,IfcWall
194859,IfcSlab,716962,IfcWall
194859,IfcSlab,160004,IfcWall
194859,IfcSlab,162603,IfcWall
194859,IfcSlab,3192630,IfcWall
194859,IfcSlab,161562,IfcWall
195205,IfcSlab,962641,IfcWall
195205,IfcSlab,962871,IfcWall
195205,IfcSlab,3215042,IfcWall
195205,IfcSlab,532922,IfcCurtainWall
195205,IfcSlab,533773,IfcCurtainWall
195205,IfcSlab,535085,IfcCurtainWall
195205,IfcSlab,533165,IfcMember
195205,IfcSlab,534555,IfcMember
195205,IfcSlab,535328,IfcMember
195205,IfcSlab,934553,IfcElevatorDoor
195205,IfcSlab,533310,IfcMember
195205,IfcSlab,533188,IfcMember
195205,IfcSlab,533333,IfcMember
195205,IfcSlab,534308,IfcMember
195205,IfcSlab,534594,IfcMember
195205,IfcSlab,533412,IfcMember
195205,IfcSlab,535521,IfcMember
195205,IfcSlab,535587,IfcMember
195205,IfcSlab,534331,IfcMember
195205,IfcSlab,534689,IfcMember
195205,IfcSlab,534755,IfcMember
195205,IfcSlab,535351,IfcMember
195205,IfcSlab,535399,IfcMember
195205,IfcSlab,934578,IfcElevatorDoor
195315,IfcSlab,159351,IfcWall
195315,IfcSlab,3210058,IfcStair
195315,IfcSlab,3210418,IfcStairFlight
195390,IfcSlab,3192974,IfcSlab
195390,IfcSlab,160475,IfcWall
195390,IfcSlab,160875,IfcWall
195517,IfcSlab,160004,IfcWall
195517,IfcSlab,162603,IfcWall
561580,IfcSlab,913493,IfcSlab
561580,IfcSlab,913569,IfcSlab
561580,IfcSlab,957883,IfcWall
561580,IfcSlab,913335,IfcSlab
561580,IfcSlab,162603,IfcWall
561580,IfcSlab,163637,IfcWall
561580,IfcSlab,163846,IfcWall
913335,IfcSlab,913493,IfcSlab
913335,IfcSlab,913569,IfcSlab
913335,IfcSlab,957883,IfcWall
913335,IfcSlab,162603,IfcWall
913335,IfcSlab,163637,IfcWall
913335,IfcSlab,163846,IfcWall
913493,IfcSlab,913569,IfcSlab
913493,IfcSlab,957883,IfcWall
913569,IfcSlab,957883,IfcWall
3192974,IfcSlab,160004,IfcWall
3210893,IfcSlab,3210058,IfcStair
3210893,IfcSlab,3210418,IfcStairFlight
3210893,IfcSlab,160004,IfcWall
3210893,IfcSlab,3210789,IfcStairFlight
3210927,IfcSlab,3210058,IfcStair
158765,IfcWall,158928,IfcWall
158765,IfcWall,717007,IfcWall
158765,IfcWall,716962,IfcWall
158928,IfcWall,159027,IfcWall
159027,IfcWall,958347,IfcWall
159089,IfcWall,958347,IfcWall
159244,IfcWall,160157,IfcWall
159244,IfcWall,958105,IfcWall
159306,IfcWall,958149,IfcWall
159351,IfcWall,160004,IfcWall
159351,IfcWall,160392,IfcWall
160004,IfcWall,160475,IfcWall
160004,IfcWall,160628,IfcWall
160004,IfcWall,160707,IfcWall
160004,IfcWall,962641,IfcWall
160004,IfcWall,532922,IfcCurtainWall
160004,IfcWall,3210058,IfcStair
160004,IfcWall,162603,IfcWall
160004,IfcWall,3210789,IfcStairFlight
160004,IfcWall,161562,IfcWall
160157,IfcWall,3215042,IfcWall
160157,IfcWall,535085,IfcCurtainWall
160392,IfcWall,728204,IfcWall
160475,IfcWall,3210058,IfcStair
160475,IfcWall,160875,IfcWall
160538,IfcWall,3215042,IfcWall
160538,IfcWall,160583,IfcWall
160707,IfcWall,491954,IfcWindow
160707,IfcWall,496447,IfcWindow
161562,IfcWall,162603,IfcWall
161624,IfcWall,162603,IfcWall
162713,IfcWall,163846,IfcWall
162713,IfcWall,957650,IfcWall
162771,IfcWall,958347,IfcWall
162898,IfcWall,958347,IfcWall
163637,IfcWall,963390,IfcWall
163637,IfcWall,163846,IfcWall
163846,IfcWall,957883,IfcWall
716962,IfcWall,717007,IfcWall
716962,IfcWall,717097,IfcWall
717007,IfcWall,958212,IfcWall
717007,IfcWall,717052,IfcWall
717052,IfcWall,958212,IfcWall
717052,IfcWall,717097,IfcWall
957883,IfcWall,958105,IfcWall
958149,IfcWall,958212,IfcWall
962641,IfcWall,532922,IfcCurtainWall
962641,IfcWall,532956,IfcPlate
962641,IfcWall,533038,IfcPlate
962641,IfcWall,533165,IfcMember
