global_ids,bat_ids,LongName,Label_number,areas,volumes,perimeter,X,Y,Z,aspect_ratio,Boundary_line,surface_areas,ax1s
0tYH3kFkjABPxtnDy0hXO2,41411,사무실,33606,106.6576445,317.8397805,42.83581204,13.45564066,8.100034962,2.98,1.661183035,12,569.9833914,1.793304131
0tYH3kFkjABPxtnDy0hXO4,42355,사무실,33606,130.9361754,390.1898028,45.83476821,10.60015341,12.45500029,2.98,0.851076127,10,431.2027083,1.105110142
0tYH3kFkjABPxtnDy0hXO6,42019,사무실,33606,195.949503,583.9295189,59.75986089,16.00000001,12.39996543,2.98,1.290326179,17,458.7948869,0.785702507
0tYH3kFkjABPxtnDy0hXO8,44047,사무실,33606,139.8943766,416.8852423,50.53451285,10.55000003,13.60503471,2.98,0.775448226,26,95.01999996,0.227928433
0tYH3kFkjABPxtnDy0hXOA,42910,사무실,33606,150.2785984,447.8302231,52.41104802,10.64999134,15.04996533,2.98,0.707642251,16,95.02016756,0.212178997
0tYH3kFkjABPxtnDy0hXOC,45008,계단실,33101,14.29999999,58.62999996,16.19999999,2.6,5.499999997,4.1,0.472727273,7,393.8698846,6.717889901
0tYH3kFkjABPxtnDy0hXOE,44884,계단실,33101,14.300048,58.63019682,16.20001745,2.60000873,5.499999997,4.1,0.47272886,6,406.945722,6.940889577
0tYH3kFkjABPxtnDy0hXOO,40426,화장실,33234,17.27605401,46.81810637,22.01996514,3.239991307,5.439999997,2.71,0.595586638,12,393.8698846,8.412768374
0tYH3kFkjABPxtnDy0hXOQ,40243,출입구 및 전실,33114,6.930018343,20.65145466,10.80001747,3.30000873,2.100000003,2.98,1.571432726,5,59.33704511,2.873262251
0tYH3kFkjABPxtnDy0hXOS,40775,사무실,33606,124.0570817,369.6901017,48.63577832,16.05062411,7.80503436,2.98,2.056445028,20,289.5400188,0.783196568
0tYH3kFkjABPxtnDy0hXOU,40636,화장실,33234,11.02367545,29.87416046,13.76003477,2.540017386,4.339999997,2.71,0.585257463,4,341.7871156,11.44089442
0tYH3kFkjABPxtnDy0hXp1,24873,사무실,33606,130.2850379,388.2494129,45.52874901,10.56415341,12.43700029,2.98,0.849413296,8,428.8883715,1.104672299
0tYH3kFkjABPxtnDy0hXp6,25672,사무실,33606,149.5847402,445.7625259,51.66569382,10.63199134,15.03196533,2.98,0.707292167,20,93.84915894,0.210536224
0tYH3kFkjABPxtnDy0hXpB,27253,사무실,33606,138.8057483,413.64113,49.81693518,10.53200003,13.38203467,2.98,0.787025313,16,93.84915786,0.22688546
0tYH3kFkjABPxtnDy0hXpD,28146,계단실,33101,14.00974369,57.43994913,16.05601745,2.56400873,5.463999997,4.1,0.469254892,4,45.22876011,0.787409474
0tYH3kFkjABPxtnDy0hXpM,21640,사무실,33606,76.87813923,229.0968549,41.82845729,13.38700786,7.763999987,2.98,1.724241098,8,289.0389579,1.261645246
0tYH3kFkjABPxtnDy0hXPo,45177,복도,33105,90.49360786,242.5228691,84.19284078,16.10999218,14.72500031,2.68,1.094057171,44,341.7871156,1.4092985
0tYH3kFkjABPxtnDy0hXpQ,22156,사무실,33606,105.9975832,315.8727979,42.52872491,13.43710669,8.064034962,2.98,1.66630065,12,572.37621,1.812046538
0tYH3kFkjABPxtnDy0hXpS,23173,사무실,33606,196.6630495,586.0558876,58.66325466,16.03200001,12.44200001,2.98,1.28853882,16,457.2998387,0.780300733
0tYH3kFkjABPxtnDy0hXpV,22705,사무실,33606,85.51260219,254.8275545,39.12837231,13.43700004,6.363965316,2.98,2.111419432,4,397.6569519,1.560494322
0tYH3kFkjABPxtnDy0hXq_,28415,화장실,33234,17.27605401,46.81810637,22.01996514,3.239991307,5.439999997,2.71,0.595586638,12,430.8083183,9.201745899
0tYH3kFkjABPxtnDy0hXqb,28746,복도,33105,95.3859622,255.6343787,89.56581863,16.081,17.40199997,2.68,0.924089187,12,341.7890093,1.337022865
0tYH3kFkjABPxtnDy0hXqo,28226,계단실,33101,14.00974338,57.43994787,16.05601734,2.564008673,5.463999997,4.1,0.469254882,4,94.22621354,1.640429997
0tYH3kFkjABPxtnDy0hXqq,28294,출입구 및 전실,33114,6.736914029,20.07600381,10.65601747,3.26400873,2.064000003,2.98,1.581399576,4,59.33704511,2.955620335
0tYH3kFkjABPxtnDy0hXqZ,28625,화장실,33234,11.02367545,29.87416046,13.76003477,2.540017386,4.339999997,2.71,0.585257463,4,393.8698846,13.18429969
0tYH3kFkjABPxtnDy0hXR1,46561,사무실,33606,106.6576445,317.8397805,42.83581204,13.45564066,8.100034962,2.98,1.661183035,12,569.757697,1.792594043
0tYH3kFkjABPxtnDy0hXR6,47014,사무실,33606,85.76410022,255.5770187,39.60128132,13.40064066,6.4,2.98,2.093850103,4,399.2810669,1.562272965
0tYH3kFkjABPxtnDy0hXR8,47505,사무실,33606,130.9361754,390.1898028,45.83476821,10.60015341,12.45500029,2.98,0.851076127,10,429.9707078,1.101952703
0tYH3kFkjABPxtnDy0hXRB,47167,사무실,33606,195.8962041,583.7706881,59.71989559,16.00001736,12.39996543,2.98,1.290327578,17,458.7948869,0.785916279
0tYH3kFkjABPxtnDy0hXRD,48060,사무실,33606,150.2785984,447.8302231,52.41104802,10.64999134,15.04996533,2.98,0.707642251,16,95.02016756,0.212178997
0tYH3kFkjABPxtnDy0hXRT,45925,사무실,33606,124.0570817,369.6901017,48.63577832,16.05062411,7.80503436,2.98,2.056445028,20,289.5400188,0.783196568
0tYH3kFkjABPxtnDy0hXSg,50431,화장실,33234,17.27605401,46.81810637,22.01996514,3.239991307,5.439999997,2.71,0.595586638,12,407.2986043,8.699595859
0tYH3kFkjABPxtnDy0hXSH,50802,복도,33105,90.49589548,242.5289999,84.39284861,16.15499218,14.74500031,2.68,1.095625082,46,342.9294278,1.413972877
0tYH3kFkjABPxtnDy0hXSl,50641,화장실,33234,11.02367545,29.87416046,13.76003477,2.540017386,4.339999997,2.71,0.585257463,4,393.8040102,13.18209463
0tYH3kFkjABPxtnDy0hXSo,49193,사무실,33606,139.8743766,416.8256423,50.13451267,10.55000003,13.40503462,2.98,0.787017739,24,95.01999996,0.227961023
0tYH3kFkjABPxtnDy0hXSq,50014,계단실,33101,14.300048,58.63019682,16.20001745,2.60000873,5.499999997,4.1,0.47272886,6,46.04408873,0.785330618
0tYH3kFkjABPxtnDy0hXSv,50138,계단실,33101,14.29999999,58.62999996,16.19999999,2.6,5.499999997,4.1,0.472727273,7,94.22621354,1.607133099
0tYH3kFkjABPxtnDy0hXSW,50248,출입구 및 전실,33114,6.930018343,20.65145466,10.80001747,3.30000873,2.100000003,2.98,1.571432726,5,59.33704511,2.873262251
0tYH3kFkjABPxtnDy0hXV1,54525,계단실,33101,14.29999999,58.62999996,16.19999999,2.6,5.499999997,4.1,0.472727273,7,286.5115216,4.886773355
0tYH3kFkjABPxtnDy0hXV8,54694,복도,33105,90.49764387,242.5336856,84.12288332,16.15499218,14.61000031,2.68,1.105748928,45,294.5429469,1.214441393
0tYH3kFkjABPxtnDy0hXVf,53089,사무실,33606,139.8743766,416.8256423,50.13451267,10.55000003,13.40503462,2.98,0.787017739,24,59.33704511,0.142354594
0tYH3kFkjABPxtnDy0hXVG,54143,화장실,33234,11.02367545,29.87416046,13.76003477,2.540017386,4.339999997,2.71,0.585257463,4,95.02016756,3.180680765
0tYH3kFkjABPxtnDy0hXVJ,53933,화장실,33234,17.27605401,46.81810637,22.01996514,3.239991307,5.439999997,2.71,0.595586638,12,46.04408873,0.983467558
0tYH3kFkjABPxtnDy0hXVQ,54241,출입구 및 전실,33114,6.930018343,20.65145466,10.80001747,3.30000873,2.100000003,2.98,1.571432726,20,290.5718188,14.07028336
0tYH3kFkjABPxtnDy0hXVq,54241,사무실,33606,124.3221428,370.4799856,48.57354736,16.05062411,7.80503436,2.98,2.056445028,20,290.5718188,0.784311785
0tYH3kFkjABPxtnDy0hXVS,54401,계단실,33101,14.300048,58.63019682,16.20001745,2.60000873,5.499999997,4.1,0.47272886,6,406.5785941,6.934627822
0tYH3kFkjABPxtnDy0hXVu,52174,사무실,33606,107.2288006,319.5418256,42.83581204,13.45564066,8.100034962,2.98,1.661183035,12,429.9707078,1.345585064
0tYH3kFkjABPxtnDy0hXVz,52663,사무실,33606,86.11610022,256.6259787,39.71128132,13.45564066,6.4,2.98,2.102443853,7,94.22621354,0.367173324
0tYH3kFkjABPxtnDy0hXyc,30342,사무실,33606,195.93359,583.8820982,59.75993086,16,12.39996574,2.98,1.290326146,17,458.2468904,0.784827779
0tYH3kFkjABPxtnDy0hXye,31355,사무실,33606,150.1536001,447.4577284,52.44878252,10.64999134,15.04996533,2.98,0.707642251,16,406.9694616,0.909514879
0tYH3kFkjABPxtnDy0hXyh,30680,사무실,33606,130.9361754,390.1898028,45.83476821,10.60015341,12.45500029,2.98,0.851076127,10,428.3267078,1.097739369
0tYH3kFkjABPxtnDy0hXyj,32782,사무실,33606,138.7543766,413.4880423,50.61005187,10.50000003,13.40503462,2.98,0.783287797,22,95.02016756,0.229801488
0tYH3kFkjABPxtnDy0hXyq,29028,사무실,33606,124.0570817,369.6901017,48.63577832,16.05062411,7.80503436,2.98,2.056445028,20,569.951774,1.541701472
0tYH3kFkjABPxtnDy0hXyu,29760,사무실,33606,106.6582968,317.8417244,42.83600971,13.45573949,8.100034962,2.98,1.661195237,12,399.2810669,1.256226091
0tYH3kFkjABPxtnDy0hXZe,8038,주차장,33113,1052.411912,5725.811113,178.7839906,42.3,36.1,5.9,1.171745152,46,127.4628428,0.022261098
0tYH3kFkjABPxtnDy0hYa1,59135,사무실,33606,86.11563353,308.293968,39.43567275,13.45564066,6.399965316,3.58,2.102455247,7,516.6667504,1.67588991
0tYH3kFkjABPxtnDy0hYaD,59567,사무실,33606,139.8766266,500.7583232,50.22451267,10.55000003,13.45003462,3.58,0.784384601,25,109.6001833,0.218868421
0tYH3kFkjABPxtnDy0hYaO,58696,사무실,33606,77.78839095,278.4824396,42.09797249,13.45564066,7.799999987,3.58,1.725082139,8,460.5434389,1.653761148
0tYH3kFkjABPxtnDy0hYb_,61356,계단실,33101,14.29999999,71.49999996,16.19999999,2.6,5.499999997,5,0.472727273,7,94.22621354,1.317849141
0tYH3kFkjABPxtnDy0hYbg,61649,화장실,33234,17.27605401,46.81810637,22.01996514,3.239991307,5.439999997,2.71,0.595586638,12,573.2777665,12.24478756
0tYH3kFkjABPxtnDy0hYbl,61859,화장실,33234,11.02367545,29.87416046,13.76003477,2.540017386,4.339999997,2.71,0.585257463,4,91.02043055,3.046794593
